GRID_ID,topic,x_label,y_label,x_val,y_val,bivar_class,color
W-20,Safety,Safety marks,Night Lights,9,0.52,2-2,#a5b4c2
AC-9,Safety,Safety marks,Night Lights,136,0.45,3-1,#be64ac
F-9,Safety,Safety marks,Night Lights,0,0.33,1-1,#e8e8e8
L-19,Safety,Safety marks,Night Lights,0,0.51,1-1,#e8e8e8
AA-14,Safety,Safety marks,Night Lights,2,0.49,2-1,#dfb0d6
Y-21,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
AE-19,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
AI-10,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
O-21,Safety,Safety marks,Night Lights,9,0.4,2-1,#dfb0d6
Q-5,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
AD-8,Safety,Safety marks,Night Lights,3,0.46,2-1,#dfb0d6
O-14,Safety,Safety marks,Night Lights,6,0.52,2-2,#a5b4c2
AF-7,Safety,Safety marks,Night Lights,0,0.64,1-3,#5ac8c8
AI-9,Safety,Safety marks,Night Lights,3,0.54,2-2,#a5b4c2
Q-19,Safety,Safety marks,Night Lights,12,0.4,3-1,#be64ac
Y-17,Safety,Safety marks,Night Lights,98,0.45,3-1,#be64ac
V-14,Safety,Safety marks,Night Lights,159,0.4,3-1,#be64ac
R-12,Safety,Safety marks,Night Lights,75,0.17,3-1,#be64ac
AC-19,Safety,Safety marks,Night Lights,0,0.64,1-3,#5ac8c8
V-15,Safety,Safety marks,Night Lights,41,0.45,3-1,#be64ac
AD-13,Safety,Safety marks,Night Lights,5,0.61,2-3,#5698b9
AH-20,Safety,Safety marks,Night Lights,0,0.62,1-3,#5ac8c8
AE-9,Safety,Safety marks,Night Lights,422,0.3,3-1,#be64ac
P-13,Safety,Safety marks,Night Lights,92,0.5,3-1,#be64ac
V-9,Safety,Safety marks,Night Lights,30,0.47,3-1,#be64ac
X-7,Safety,Safety marks,Night Lights,7,0.49,2-1,#dfb0d6
W-4,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
AJ-9,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
V-5,Safety,Safety marks,Night Lights,2,0.57,2-2,#a5b4c2
AH-10,Safety,Safety marks,Night Lights,0,0.58,1-2,#ace4e4
Y-16,Safety,Safety marks,Night Lights,15,0.49,3-1,#be64ac
S-22,Safety,Safety marks,Night Lights,0,0.59,1-2,#ace4e4
AA-8,Safety,Safety marks,Night Lights,0,0.5,1-1,#e8e8e8
AG-12,Safety,Safety marks,Night Lights,9,0.58,3-2,#8c62aa
V-20,Safety,Safety marks,Night Lights,140,0.33,3-1,#be64ac
U-23,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
G-13,Safety,Safety marks,Night Lights,1,0.56,2-2,#a5b4c2
AG-15,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
AE-6,Safety,Safety marks,Night Lights,0,0.67,1-3,#5ac8c8
AF-16,Safety,Safety marks,Night Lights,1,0.57,2-2,#a5b4c2
V-22,Safety,Safety marks,Night Lights,4,0.58,2-2,#a5b4c2
L-12,Safety,Safety marks,Night Lights,3,0.77,2-3,#5698b9
S-8,Safety,Safety marks,Night Lights,2,0.65,2-3,#5698b9
H-17,Safety,Safety marks,Night Lights,0,0.51,1-1,#e8e8e8
U-5,Safety,Safety marks,Night Lights,44,0.45,3-1,#be64ac
W-16,Safety,Safety marks,Night Lights,15,0.54,3-2,#8c62aa
R-24,Safety,Safety marks,Night Lights,0,0.86,1-3,#5ac8c8
AL-12,Safety,Safety marks,Night Lights,0,0.84,1-3,#5ac8c8
M-11,Safety,Safety marks,Night Lights,23,0.54,3-2,#8c62aa
AB-20,Safety,Safety marks,Night Lights,1,0.38,2-1,#dfb0d6
AB-7,Safety,Safety marks,Night Lights,2,0.45,2-1,#dfb0d6
J-13,Safety,Safety marks,Night Lights,13,0.44,3-1,#be64ac
O-22,Safety,Safety marks,Night Lights,2,0.62,2-3,#5698b9
F-11,Safety,Safety marks,Night Lights,0,0.54,1-2,#ace4e4
T-15,Safety,Safety marks,Night Lights,28,0.31,3-1,#be64ac
O-10,Safety,Safety marks,Night Lights,3,0.52,2-2,#a5b4c2
K-17,Safety,Safety marks,Night Lights,2,0.67,2-3,#5698b9
AK-10,Safety,Safety marks,Night Lights,0,0.73,1-3,#5ac8c8
AN-11,Safety,Safety marks,Night Lights,0,0.82,1-3,#5ac8c8
M-22,Safety,Safety marks,Night Lights,1,0.71,2-3,#5698b9
AB-13,Safety,Safety marks,Night Lights,3,0.45,2-1,#dfb0d6
J-12,Safety,Safety marks,Night Lights,7,0.5,2-1,#dfb0d6
H-10,Safety,Safety marks,Night Lights,0,0.39,1-1,#e8e8e8
P-5,Safety,Safety marks,Night Lights,0,0.84,1-3,#5ac8c8
AH-16,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
U-10,Safety,Safety marks,Night Lights,62,0.22,3-1,#be64ac
R-14,Safety,Safety marks,Night Lights,129,0.26,3-1,#be64ac
O-17,Safety,Safety marks,Night Lights,36,0.5,3-1,#be64ac
O-7,Safety,Safety marks,Night Lights,2,0.54,2-2,#a5b4c2
F-13,Safety,Safety marks,Night Lights,0,0.52,1-2,#ace4e4
AO-12,Safety,Safety marks,Night Lights,0,0.89,1-3,#5ac8c8
N-10,Safety,Safety marks,Night Lights,11,0.68,3-3,#3b4994
AK-12,Safety,Safety marks,Night Lights,13,0.69,3-3,#3b4994
X-14,Safety,Safety marks,Night Lights,56,0.49,3-1,#be64ac
T-16,Safety,Safety marks,Night Lights,23,0.43,3-1,#be64ac
AL-10,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
AC-17,Safety,Safety marks,Night Lights,6,0.59,2-2,#a5b4c2
V-21,Safety,Safety marks,Night Lights,28,0.53,3-2,#8c62aa
N-16,Safety,Safety marks,Night Lights,1,0.69,2-3,#5698b9
AJ-19,Safety,Safety marks,Night Lights,0,0.53,1-2,#ace4e4
AD-5,Safety,Safety marks,Night Lights,1,0.67,2-3,#5698b9
AG-11,Safety,Safety marks,Night Lights,8,0.64,2-3,#5698b9
S-16,Safety,Safety marks,Night Lights,20,0.48,3-1,#be64ac
AA-4,Safety,Safety marks,Night Lights,4,0.5,2-1,#dfb0d6
J-11,Safety,Safety marks,Night Lights,5,0.55,2-2,#a5b4c2
V-3,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
S-10,Safety,Safety marks,Night Lights,19,0.3,3-1,#be64ac
W-6,Safety,Safety marks,Night Lights,2,0.63,2-3,#5698b9
N-18,Safety,Safety marks,Night Lights,1,0.45,2-1,#dfb0d6
AD-16,Safety,Safety marks,Night Lights,36,0.34,3-1,#be64ac
Q-25,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
AE-7,Safety,Safety marks,Night Lights,0,0.68,1-3,#5ac8c8
M-10,Safety,Safety marks,Night Lights,15,0.52,3-2,#8c62aa
U-12,Safety,Safety marks,Night Lights,58,0.32,3-1,#be64ac
K-24,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
X-21,Safety,Safety marks,Night Lights,0,0.48,1-1,#e8e8e8
O-25,Safety,Safety marks,Night Lights,0,0.73,1-3,#5ac8c8
N-11,Safety,Safety marks,Night Lights,15,0.53,3-2,#8c62aa
Y-11,Safety,Safety marks,Night Lights,16,0.52,3-2,#8c62aa
I-12,Safety,Safety marks,Night Lights,9,0.47,3-1,#be64ac
M-18,Safety,Safety marks,Night Lights,0,0.56,1-2,#ace4e4
AD-17,Safety,Safety marks,Night Lights,12,0.61,3-3,#3b4994
N-26,Safety,Safety marks,Night Lights,0,0.72,1-3,#5ac8c8
W-14,Safety,Safety marks,Night Lights,34,0.42,3-1,#be64ac
H-9,Safety,Safety marks,Night Lights,0,0.49,1-1,#e8e8e8
AC-8,Safety,Safety marks,Night Lights,1,0.6,2-2,#a5b4c2
AL-14,Safety,Safety marks,Night Lights,0,0.6,1-2,#ace4e4
P-26,Safety,Safety marks,Night Lights,0,0.57,1-2,#ace4e4
P-8,Safety,Safety marks,Night Lights,7,0.71,2-3,#5698b9
AF-17,Safety,Safety marks,Night Lights,10,0.54,3-2,#8c62aa
Y-20,Safety,Safety marks,Night Lights,1,0.59,2-2,#a5b4c2
AG-10,Safety,Safety marks,Night Lights,3,0.67,2-3,#5698b9
L-15,Safety,Safety marks,Night Lights,16,0.41,3-1,#be64ac
AK-11,Safety,Safety marks,Night Lights,3,0.79,2-3,#5698b9
X-16,Safety,Safety marks,Night Lights,15,0.54,3-2,#8c62aa
AA-19,Safety,Safety marks,Night Lights,0,0.43,1-1,#e8e8e8
D-10,Safety,Safety marks,Night Lights,0,0.46,1-1,#e8e8e8
S-15,Safety,Safety marks,Night Lights,22,0.51,3-1,#be64ac
Q-14,Safety,Safety marks,Night Lights,9,0.56,3-2,#8c62aa
Y-15,Safety,Safety marks,Night Lights,14,0.68,3-3,#3b4994
Z-5,Safety,Safety marks,Night Lights,20,0.41,3-1,#be64ac
AK-19,Safety,Safety marks,Night Lights,0,0.63,1-3,#5ac8c8
AG-18,Safety,Safety marks,Night Lights,0,0.65,1-3,#5ac8c8
Z-10,Safety,Safety marks,Night Lights,33,0.37,3-1,#be64ac
AC-3,Safety,Safety marks,Night Lights,0,0.84,2-3,#5698b9
U-7,Safety,Safety marks,Night Lights,107,0.45,3-1,#be64ac
X-20,Safety,Safety marks,Night Lights,0,0.54,2-2,#a5b4c2
AA-7,Safety,Safety marks,Night Lights,0,0.47,2-1,#dfb0d6
AD-14,Safety,Safety marks,Night Lights,8,0.55,2-2,#a5b4c2
AJ-20,Safety,Safety marks,Night Lights,0,0.69,2-3,#5698b9
O-9,Safety,Safety marks,Night Lights,1,0.64,2-3,#5698b9
S-20,Safety,Safety marks,Night Lights,25,0.61,3-3,#3b4994
P-23,Safety,Safety marks,Night Lights,1,0.65,2-3,#5698b9
J-21,Safety,Safety marks,Night Lights,0,0.86,2-3,#5698b9
AI-20,Safety,Safety marks,Night Lights,0,0.57,2-2,#a5b4c2
W-7,Safety,Safety marks,Night Lights,51,0.48,3-1,#be64ac
AF-14,Safety,Safety marks,Night Lights,1,0.49,2-1,#dfb0d6
AC-12,Safety,Safety marks,Night Lights,12,0.48,3-1,#be64ac
N-24,Safety,Safety marks,Night Lights,0,0.59,2-2,#a5b4c2
W-17,Safety,Safety marks,Night Lights,8,0.74,2-3,#5698b9
Q-12,Safety,Safety marks,Night Lights,27,0.56,3-2,#8c62aa
AK-15,Safety,Safety marks,Night Lights,0,0.34,2-1,#dfb0d6
N-6,Safety,Safety marks,Night Lights,0,0.59,2-2,#a5b4c2
S-18,Safety,Safety marks,Night Lights,11,0.65,3-3,#3b4994
P-15,Safety,Safety marks,Night Lights,6,0.6,2-2,#a5b4c2
Z-20,Safety,Safety marks,Night Lights,0,0.6,2-2,#a5b4c2
AD-10,Safety,Safety marks,Night Lights,262,0.46,3-1,#be64ac
V-10,Safety,Safety marks,Night Lights,59,0.36,3-1,#be64ac
V-13,Safety,Safety marks,Night Lights,24,0.4,3-1,#be64ac
U-11,Safety,Safety marks,Night Lights,190,0.37,3-1,#be64ac
Q-10,Safety,Safety marks,Night Lights,71,0.35,3-1,#be64ac
AI-16,Safety,Safety marks,Night Lights,3,0.59,2-2,#a5b4c2
M-12,Safety,Safety marks,Night Lights,29,0.62,3-3,#3b4994
R-18,Safety,Safety marks,Night Lights,2,0.64,2-3,#5698b9
Q-18,Safety,Safety marks,Night Lights,3,0.48,2-1,#dfb0d6
R-19,Safety,Safety marks,Night Lights,38,0.62,3-3,#3b4994
AF-19,Safety,Safety marks,Night Lights,0,0.67,2-3,#5698b9
Z-19,Safety,Safety marks,Night Lights,1,0.51,2-1,#dfb0d6
H-15,Safety,Safety marks,Night Lights,9,0.4,3-1,#be64ac
M-25,Safety,Safety marks,Night Lights,0,0.61,2-3,#5698b9
AB-12,Safety,Safety marks,Night Lights,6,0.38,2-1,#dfb0d6
AI-15,Safety,Safety marks,Night Lights,0,0.58,2-2,#a5b4c2
R-8,Safety,Safety marks,Night Lights,9,0.63,3-3,#3b4994
R-13,Safety,Safety marks,Night Lights,94,0.15,3-1,#be64ac
V-4,Safety,Safety marks,Night Lights,0,0.55,2-2,#a5b4c2
Q-11,Safety,Safety marks,Night Lights,21,0.45,3-1,#be64ac
H-14,Safety,Safety marks,Night Lights,24,0.56,3-2,#8c62aa
Y-19,Safety,Safety marks,Night Lights,3,0.58,2-2,#a5b4c2
W-19,Safety,Safety marks,Night Lights,1,0.41,2-1,#dfb0d6
AK-13,Safety,Safety marks,Night Lights,1,0.56,2-2,#a5b4c2
W-12,Safety,Safety marks,Night Lights,14,0.52,3-2,#8c62aa
U-14,Safety,Safety marks,Night Lights,96,0.41,3-1,#be64ac
W-9,Safety,Safety marks,Night Lights,233,0.4,3-1,#be64ac
AN-13,Safety,Safety marks,Night Lights,0,0.86,2-3,#5698b9
AF-18,Safety,Safety marks,Night Lights,3,0.58,2-2,#a5b4c2
O-20,Safety,Safety marks,Night Lights,0,0.64,2-3,#5698b9
T-10,Safety,Safety marks,Night Lights,110,0.26,3-1,#be64ac
AB-8,Safety,Safety marks,Night Lights,1,0.43,2-1,#dfb0d6
N-25,Safety,Safety marks,Night Lights,0,0.58,2-2,#a5b4c2
U-6,Safety,Safety marks,Night Lights,40,0.42,3-1,#be64ac
X-8,Safety,Safety marks,Night Lights,64,0.47,3-1,#be64ac
I-17,Safety,Safety marks,Night Lights,0,0.53,2-2,#a5b4c2
V-19,Safety,Safety marks,Night Lights,19,0.49,3-1,#be64ac
S-24,Safety,Safety marks,Night Lights,0,0.79,2-3,#5698b9
AF-15,Safety,Safety marks,Night Lights,0,0.59,2-2,#a5b4c2
Z-14,Safety,Safety marks,Night Lights,38,0.57,3-2,#8c62aa
M-17,Safety,Safety marks,Night Lights,1,0.69,2-3,#5698b9
Y-14,Safety,Safety marks,Night Lights,28,0.39,3-1,#be64ac
Z-21,Safety,Safety marks,Night Lights,0,0.6,2-2,#a5b4c2
AD-18,Safety,Safety marks,Night Lights,0,0.65,2-3,#5698b9
Y-4,Safety,Safety marks,Night Lights,0,0.58,2-2,#a5b4c2
N-5,Safety,Safety marks,Night Lights,0,0.87,2-3,#5698b9
M-19,Safety,Safety marks,Night Lights,0,0.52,2-2,#a5b4c2
AO-11,Safety,Safety marks,Night Lights,0,0.87,2-3,#5698b9
W-2,Safety,Safety marks,Night Lights,2,0.52,2-2,#a5b4c2
E-8,Safety,Safety marks,Night Lights,0,0.59,2-2,#a5b4c2
AI-21,Safety,Safety marks,Night Lights,0,0.53,2-2,#a5b4c2
M-6,Safety,Safety marks,Night Lights,0,0.49,2-1,#dfb0d6
T-4,Safety,Safety marks,Night Lights,0,0.59,2-2,#a5b4c2
AE-4,Safety,Safety marks,Night Lights,0,0.64,2-3,#5698b9
I-19,Safety,Safety marks,Night Lights,0,0.72,2-3,#5698b9
J-19,Safety,Safety marks,Night Lights,0,0.54,2-2,#a5b4c2
Y-2,Safety,Safety marks,Night Lights,0,0.63,2-3,#5698b9
K-25,Safety,Safety marks,Night Lights,0,0.43,2-1,#dfb0d6
AD-4,Safety,Safety marks,Night Lights,0,0.78,2-3,#5698b9
AK-14,Safety,Safety marks,Night Lights,0,0.54,2-2,#a5b4c2
Y-8,Proudness,Proud marks,NDVI,36,0.488,3-1,#be64ac
S-9,Proudness,Proud marks,NDVI,142,0.594,3-2,#8c62aa
AJ-14,Proudness,Proud marks,NDVI,2,0.549,1-2,#ace4e4
T-6,Proudness,Proud marks,NDVI,0,0.455,1-1,#e8e8e8
P-25,Proudness,Proud marks,NDVI,1,0.471,1-1,#e8e8e8
V-17,Proudness,Proud marks,NDVI,35,0.73,3-3,#3b4994
Z-11,Proudness,Proud marks,NDVI,24,0.679,3-3,#3b4994
X-19,Proudness,Proud marks,NDVI,2,0.58,1-2,#ace4e4
AE-17,Proudness,Proud marks,NDVI,1,0.601,1-2,#ace4e4
Z-7,Proudness,Proud marks,NDVI,14,0.344,2-1,#dfb0d6
R-9,Proudness,Proud marks,NDVI,71,0.523,3-2,#8c62aa
AB-10,Proudness,Proud marks,NDVI,132,0.495,3-1,#be64ac
AJ-12,Proudness,Proud marks,NDVI,2,0.702,1-3,#5ac8c8
M-24,Proudness,Proud marks,NDVI,1,0.631,1-3,#5ac8c8
M-13,Proudness,Proud marks,NDVI,3,0.607,2-3,#5698b9
R-20,Proudness,Proud marks,NDVI,76,0.417,3-1,#be64ac
AB-18,Proudness,Proud marks,NDVI,81,0.701,3-3,#3b4994
Y-13,Proudness,Proud marks,NDVI,15,0.452,2-1,#dfb0d6
U-19,Proudness,Proud marks,NDVI,27,0.427,3-1,#be64ac
K-16,Proudness,Proud marks,NDVI,0,0.422,1-1,#e8e8e8
X-13,Proudness,Proud marks,NDVI,98,0.429,3-1,#be64ac
L-25,Proudness,Proud marks,NDVI,0,0.624,1-3,#5ac8c8
U-20,Proudness,Proud marks,NDVI,114,0.752,3-3,#3b4994
P-17,Proudness,Proud marks,NDVI,5,0.534,2-2,#a5b4c2
I-14,Proudness,Proud marks,NDVI,10,0.408,2-1,#dfb0d6
AH-15,Proudness,Proud marks,NDVI,0,0.571,1-2,#ace4e4
I-7,Proudness,Proud marks,NDVI,0,0.651,1-3,#5ac8c8
G-8,Proudness,Proud marks,NDVI,0,0.389,1-1,#e8e8e8
X-3,Proudness,Proud marks,NDVI,2,0.542,1-2,#ace4e4
O-11,Proudness,Proud marks,NDVI,41,0.462,3-1,#be64ac
Q-15,Proudness,Proud marks,NDVI,62,0.632,3-3,#3b4994
Q-8,Proudness,Proud marks,NDVI,20,0.407,3-1,#be64ac
U-8,Proudness,Proud marks,NDVI,42,0.502,3-1,#be64ac
I-8,Proudness,Proud marks,NDVI,1,0.601,1-2,#ace4e4
L-10,Proudness,Proud marks,NDVI,41,0.813,3-3,#3b4994
AE-15,Proudness,Proud marks,NDVI,0,0.61,1-3,#5ac8c8
AE-16,Proudness,Proud marks,NDVI,0,0.26,1-1,#e8e8e8
AD-9,Proudness,Proud marks,NDVI,22,0.503,3-1,#be64ac
Z-16,Proudness,Proud marks,NDVI,40,0.609,3-3,#3b4994
W-3,Proudness,Proud marks,NDVI,6,0.538,2-2,#a5b4c2
U-22,Proudness,Proud marks,NDVI,2,0.588,1-2,#ace4e4
J-17,Proudness,Proud marks,NDVI,7,0.482,2-1,#dfb0d6
AF-12,Proudness,Proud marks,NDVI,8,0.585,2-2,#a5b4c2
L-22,Proudness,Proud marks,NDVI,3,0.88,2-3,#5698b9
P-7,Proudness,Proud marks,NDVI,4,0.606,2-3,#5698b9
AF-20,Proudness,Proud marks,NDVI,0,0.678,1-3,#5ac8c8
AI-7,Proudness,Proud marks,NDVI,0,0.408,1-1,#e8e8e8
AK-16,Proudness,Proud marks,NDVI,0,0.523,1-2,#ace4e4
AM-11,Proudness,Proud marks,NDVI,3,0.831,2-3,#5698b9
S-21,Proudness,Proud marks,NDVI,39,0.775,3-3,#3b4994
W-13,Proudness,Proud marks,NDVI,25,0.397,3-1,#be64ac
AI-14,Proudness,Proud marks,NDVI,3,0.735,2-3,#5698b9
K-11,Proudness,Proud marks,NDVI,10,0.453,2-1,#dfb0d6
S-6,Proudness,Proud marks,NDVI,20,0.629,3-3,#3b4994
R-17,Proudness,Proud marks,NDVI,16,0.459,3-1,#be64ac
S-5,Proudness,Proud marks,NDVI,15,0.61,2-3,#5698b9
Z-17,Proudness,Proud marks,NDVI,12,0.447,2-1,#dfb0d6
AD-6,Proudness,Proud marks,NDVI,0,0.57,1-2,#ace4e4
N-7,Proudness,Proud marks,NDVI,0,0.533,1-2,#ace4e4
AB-17,Proudness,Proud marks,NDVI,50,0.596,3-2,#8c62aa
X-9,Proudness,Proud marks,NDVI,98,0.614,3-3,#3b4994
L-13,Proudness,Proud marks,NDVI,3,0.578,2-2,#a5b4c2
Z-8,Proudness,Proud marks,NDVI,0,0.432,1-1,#e8e8e8
Z-6,Proudness,Proud marks,NDVI,37,0.368,3-1,#be64ac
L-20,Proudness,Proud marks,NDVI,0,0.557,1-2,#ace4e4
AD-15,Proudness,Proud marks,NDVI,28,0.548,3-2,#8c62aa
F-15,Proudness,Proud marks,NDVI,0,0.586,1-2,#ace4e4
AA-20,Proudness,Proud marks,NDVI,0,0.722,1-3,#5ac8c8
V-7,Proudness,Proud marks,NDVI,55,0.652,3-3,#3b4994
AA-15,Proudness,Proud marks,NDVI,33,0.512,3-2,#8c62aa
R-21,Proudness,Proud marks,NDVI,20,0.515,3-2,#8c62aa
AA-18,Proudness,Proud marks,NDVI,47,0.72,3-3,#3b4994
O-15,Proudness,Proud marks,NDVI,5,0.58,2-2,#a5b4c2
T-21,Proudness,Proud marks,NDVI,5,0.676,2-3,#5698b9
L-11,Proudness,Proud marks,NDVI,24,0.522,3-2,#8c62aa
X-15,Proudness,Proud marks,NDVI,86,0.497,3-1,#be64ac
I-9,Proudness,Proud marks,NDVI,0,0.636,1-3,#5ac8c8
O-24,Proudness,Proud marks,NDVI,0,0.697,1-3,#5ac8c8
AI-12,Proudness,Proud marks,NDVI,3,0.595,2-2,#a5b4c2
L-23,Proudness,Proud marks,NDVI,1,0.877,1-3,#5ac8c8
J-7,Proudness,Proud marks,NDVI,1,0.833,1-3,#5ac8c8
AI-13,Proudness,Proud marks,NDVI,5,0.601,2-2,#a5b4c2
AH-13,Proudness,Proud marks,NDVI,1,0.607,1-3,#5ac8c8
AA-16,Proudness,Proud marks,NDVI,62,0.641,3-3,#3b4994
N-14,Proudness,Proud marks,NDVI,47,0.667,3-3,#3b4994
V-18,Proudness,Proud marks,NDVI,22,0.678,3-3,#3b4994
N-23,Proudness,Proud marks,NDVI,44,0.544,3-2,#8c62aa
Q-17,Proudness,Proud marks,NDVI,43,0.492,3-1,#be64ac
AK-18,Proudness,Proud marks,NDVI,1,0.561,1-2,#ace4e4
I-11,Proudness,Proud marks,NDVI,0,0.537,1-2,#ace4e4
N-8,Proudness,Proud marks,NDVI,3,0.58,2-2,#a5b4c2
AA-12,Proudness,Proud marks,NDVI,2,0.354,1-1,#e8e8e8
AE-13,Proudness,Proud marks,NDVI,2,0.551,1-2,#ace4e4
S-23,Proudness,Proud marks,NDVI,17,0.692,3-3,#3b4994
H-13,Proudness,Proud marks,NDVI,8,0.667,2-3,#5698b9
AC-11,Proudness,Proud marks,NDVI,25,0.461,3-1,#be64ac
T-11,Proudness,Proud marks,NDVI,37,0.198,3-1,#be64ac
F-14,Proudness,Proud marks,NDVI,0,0.62,1-3,#5ac8c8
Z-15,Proudness,Proud marks,NDVI,16,0.5,3-1,#be64ac
J-15,Proudness,Proud marks,NDVI,6,0.561,2-2,#a5b4c2
Y-10,Proudness,Proud marks,NDVI,20,0.429,3-1,#be64ac
AD-12,Proudness,Proud marks,NDVI,29,0.554,3-2,#8c62aa
U-15,Proudness,Proud marks,NDVI,38,0.411,3-1,#be64ac
L-14,Proudness,Proud marks,NDVI,2,0.726,1-3,#5ac8c8
AE-5,Proudness,Proud marks,NDVI,2,0.532,1-2,#ace4e4
AH-7,Proudness,Proud marks,NDVI,0,0.549,1-2,#ace4e4
AA-17,Proudness,Proud marks,NDVI,39,0.431,3-1,#be64ac
R-15,Proudness,Proud marks,NDVI,37,0.252,3-1,#be64ac
AA-10,Proudness,Proud marks,NDVI,35,0.634,3-3,#3b4994
U-13,Proudness,Proud marks,NDVI,421,0.4,3-1,#be64ac
AJ-8,Proudness,Proud marks,NDVI,0,0.483,1-1,#e8e8e8
Y-3,Proudness,Proud marks,NDVI,0,0.673,1-3,#5ac8c8
P-18,Proudness,Proud marks,NDVI,8,0.677,2-3,#5698b9
L-18,Proudness,Proud marks,NDVI,0,0.617,1-3,#5ac8c8
AL-19,Proudness,Proud marks,NDVI,0,0.446,1-1,#e8e8e8
I-13,Proudness,Proud marks,NDVI,92,0.484,3-1,#be64ac
M-16,Proudness,Proud marks,NDVI,43,0.64,3-3,#3b4994
S-17,Proudness,Proud marks,NDVI,5,0.6,2-2,#a5b4c2
W-10,Proudness,Proud marks,NDVI,27,0.496,3-1,#be64ac
W-8,Proudness,Proud marks,NDVI,30,0.534,3-2,#8c62aa
T-12,Proudness,Proud marks,NDVI,166,0.307,3-1,#be64ac
AG-7,Proudness,Proud marks,NDVI,0,0.523,1-2,#ace4e4
X-11,Proudness,Proud marks,NDVI,7,0.481,2-1,#dfb0d6
O-6,Proudness,Proud marks,NDVI,1,0.55,1-2,#ace4e4
T-22,Proudness,Proud marks,NDVI,4,0.494,2-1,#dfb0d6
O-23,Proudness,Proud marks,NDVI,0,0.615,1-3,#5ac8c8
K-8,Proudness,Proud marks,NDVI,0,0.598,1-2,#ace4e4
AE-12,Proudness,Proud marks,NDVI,0,0.51,1-2,#ace4e4
Q-26,Proudness,Proud marks,NDVI,0,0.502,1-1,#e8e8e8
AH-14,Proudness,Proud marks,NDVI,0,0.528,1-2,#ace4e4
M-15,Proudness,Proud marks,NDVI,42,0.429,3-1,#be64ac
G-15,Proudness,Proud marks,NDVI,0,0.562,1-2,#ace4e4
AA-9,Proudness,Proud marks,NDVI,10,0.396,2-1,#dfb0d6
W-5,Proudness,Proud marks,NDVI,2,0.509,1-2,#ace4e4
Z-13,Proudness,Proud marks,NDVI,7,0.455,2-1,#dfb0d6
AG-14,Proudness,Proud marks,NDVI,0,0.58,1-2,#ace4e4
W-18,Proudness,Proud marks,NDVI,40,0.832,3-3,#3b4994
W-11,Proudness,Proud marks,NDVI,46,0.365,3-1,#be64ac
AH-21,Proudness,Proud marks,NDVI,0,0.633,1-3,#5ac8c8
AG-9,Proudness,Proud marks,NDVI,8,0.502,2-1,#dfb0d6
X-12,Proudness,Proud marks,NDVI,5,0.475,2-1,#dfb0d6
AD-20,Proudness,Proud marks,NDVI,0,0.603,1-3,#5ac8c8
Y-18,Proudness,Proud marks,NDVI,3,0.608,2-3,#5698b9
R-23,Proudness,Proud marks,NDVI,4,0.854,2-3,#5698b9
Y-12,Proudness,Proud marks,NDVI,42,0.458,3-1,#be64ac
P-22,Proudness,Proud marks,NDVI,0,0.554,1-2,#ace4e4
AC-6,Proudness,Proud marks,NDVI,5,0.615,2-3,#5698b9
AJ-15,Proudness,Proud marks,NDVI,4,0.573,2-2,#a5b4c2
J-14,Proudness,Proud marks,NDVI,15,0.423,2-1,#dfb0d6
Q-13,Proudness,Proud marks,NDVI,50,0.412,3-1,#be64ac
AE-14,Proudness,Proud marks,NDVI,8,0.58,2-2,#a5b4c2
L-21,Proudness,Proud marks,NDVI,1,0.648,1-3,#5ac8c8
AH-9,Proudness,Proud marks,NDVI,10,0.437,2-1,#dfb0d6
P-21,Proudness,Proud marks,NDVI,0,0.537,1-2,#ace4e4
AH-19,Proudness,Proud marks,NDVI,0,0.595,1-2,#ace4e4
T-17,Proudness,Proud marks,NDVI,0,0.522,1-2,#ace4e4
J-8,Proudness,Proud marks,NDVI,0,0.739,1-3,#5ac8c8
AF-9,Proudness,Proud marks,NDVI,40,0.398,3-1,#be64ac
AC-10,Proudness,Proud marks,NDVI,412,0.694,3-3,#3b4994
Z-3,Proudness,Proud marks,NDVI,0,0.621,1-3,#5ac8c8
U-4,Proudness,Proud marks,NDVI,3,0.522,2-2,#a5b4c2
AE-18,Proudness,Proud marks,NDVI,1,0.614,1-3,#5ac8c8
M-20,Proudness,Proud marks,NDVI,3,0.616,2-3,#5698b9
Q-6,Proudness,Proud marks,NDVI,67,0.624,3-3,#3b4994
L-24,Proudness,Proud marks,NDVI,0,0.649,1-3,#5ac8c8
AA-3,Proudness,Proud marks,NDVI,5,0.576,2-2,#a5b4c2
