GRID_ID,topic,x_label,y_label,x_val,y_val,bivar_class,color
W-9,Green Space,Demand density,NDVI,0.085,0.399,3-1,#be64ac
AN-13,Green Space,Demand density,NDVI,0.0,0.862,1-3,#5ac8c8
AF-18,Green Space,Demand density,NDVI,0.023,0.577,2-2,#a5b4c2
O-20,Green Space,Demand density,NDVI,0.0,0.641,1-3,#5ac8c8
T-10,Green Space,Demand density,NDVI,0.067,0.258,3-1,#be64ac
AB-8,Green Space,Demand density,NDVI,0.0,0.433,1-1,#e8e8e8
N-25,Green Space,Demand density,NDVI,0.0,0.576,1-2,#ace4e4
U-6,Green Space,Demand density,NDVI,0.096,0.421,3-1,#be64ac
X-8,Green Space,Demand density,NDVI,0.015,0.472,2-1,#dfb0d6
I-17,Green Space,Demand density,NDVI,0.0,0.528,1-2,#ace4e4
V-19,Green Space,Demand density,NDVI,0.093,0.488,3-1,#be64ac
S-24,Green Space,Demand density,NDVI,0.032,0.785,3-3,#3b4994
K-25,Green Space,Demand density,NDVI,0.0,0.43,1-1,#e8e8e8
AF-15,Green Space,Demand density,NDVI,0.017,0.594,2-2,#a5b4c2
Z-14,Green Space,Demand density,NDVI,0.013,0.569,2-2,#a5b4c2
M-17,Green Space,Demand density,NDVI,0.0,0.689,1-3,#5ac8c8
Y-14,Green Space,Demand density,NDVI,0.024,0.39,2-1,#dfb0d6
Z-21,Green Space,Demand density,NDVI,0.0,0.603,1-2,#ace4e4
AD-4,Green Space,Demand density,NDVI,0.0,0.781,1-3,#5ac8c8
AD-18,Green Space,Demand density,NDVI,0.0,0.646,1-3,#5ac8c8
Y-4,Green Space,Demand density,NDVI,0.0,0.584,1-2,#ace4e4
M-19,Green Space,Demand density,NDVI,0.0,0.523,1-2,#ace4e4
AK-14,Green Space,Demand density,NDVI,0.0,0.537,1-2,#ace4e4
Y-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),50,0.659,3-3,#3b4994
S-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),22,0.629,3-3,#3b4994
AJ-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.39,2-1,#dfb0d6
T-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),19,0.628,3-3,#3b4994
P-25,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.412,1-1,#e8e8e8
V-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),22,0.526,3-2,#8c62aa
Z-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.633,2-3,#5698b9
X-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.53,2-2,#a5b4c2
AE-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.415,2-1,#dfb0d6
Z-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),48,0.729,3-3,#3b4994
R-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),16,0.63,2-3,#5698b9
AB-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),129,0.678,3-3,#3b4994
AJ-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.312,2-1,#dfb0d6
M-24,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.318,1-1,#e8e8e8
M-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.537,2-2,#a5b4c2
R-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),141,0.656,3-3,#3b4994
AB-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),16,0.424,2-1,#dfb0d6
Y-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),60,0.723,3-3,#3b4994
U-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),99,0.629,3-3,#3b4994
K-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),14,0.643,2-3,#5698b9
X-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),151,0.765,3-3,#3b4994
L-25,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.321,1-1,#e8e8e8
U-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),22,0.495,3-2,#8c62aa
P-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),17,0.561,2-2,#a5b4c2
I-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),48,0.622,3-3,#3b4994
AH-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.39,1-1,#e8e8e8
I-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.423,1-1,#e8e8e8
G-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.654,1-3,#5ac8c8
X-3,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.492,2-2,#a5b4c2
O-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),41,0.666,3-3,#3b4994
Q-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.577,2-2,#a5b4c2
Q-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),8,0.63,2-3,#5698b9
U-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),86,0.709,3-3,#3b4994
I-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.499,1-2,#ace4e4
L-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.317,2-1,#dfb0d6
AE-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.478,1-2,#ace4e4
AE-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.623,2-3,#5698b9
AD-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),39,0.611,3-3,#3b4994
Z-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),29,0.589,3-2,#8c62aa
W-3,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),10,0.508,2-2,#a5b4c2
U-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.442,1-1,#e8e8e8
J-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),15,0.574,2-2,#a5b4c2
AF-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),33,0.498,3-2,#8c62aa
L-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.27,1-1,#e8e8e8
P-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.516,2-2,#a5b4c2
AF-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.324,1-1,#e8e8e8
AI-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.578,2-2,#a5b4c2
AK-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.349,1-1,#e8e8e8
AM-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.129,1-1,#e8e8e8
S-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.515,2-2,#a5b4c2
W-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),75,0.81,3-3,#3b4994
AI-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.32,1-1,#e8e8e8
K-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),18,0.587,2-2,#a5b4c2
S-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),13,0.518,2-2,#a5b4c2
R-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),61,0.658,3-3,#3b4994
S-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.48,1-2,#ace4e4
Z-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),97,0.66,3-3,#3b4994
AD-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.498,2-2,#a5b4c2
N-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.504,1-2,#ace4e4
H-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.565,1-2,#ace4e4
AB-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),35,0.459,3-2,#8c62aa
X-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),33,0.632,3-3,#3b4994
L-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),26,0.549,3-2,#8c62aa
Z-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),12,0.685,2-3,#5698b9
Z-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),93,0.707,3-3,#3b4994
L-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.47,1-2,#ace4e4
K-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.215,1-1,#e8e8e8
AD-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),26,0.546,3-2,#8c62aa
F-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.443,1-1,#e8e8e8
AA-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.373,1-1,#e8e8e8
V-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.595,2-2,#a5b4c2
AA-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),32,0.616,3-3,#3b4994
R-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),22,0.733,3-3,#3b4994
AA-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),10,0.464,2-2,#a5b4c2
O-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.568,1-2,#ace4e4
T-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.589,1-2,#ace4e4
L-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),43,0.519,3-2,#8c62aa
X-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),33,0.716,3-3,#3b4994
I-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.504,1-2,#ace4e4
O-24,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.342,2-1,#dfb0d6
AI-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.416,1-1,#e8e8e8
L-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.249,1-1,#e8e8e8
J-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.28,1-1,#e8e8e8
AI-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.386,1-1,#e8e8e8
AH-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.396,2-1,#dfb0d6
AA-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.512,2-2,#a5b4c2
N-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),36,0.498,3-2,#8c62aa
V-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.511,2-2,#a5b4c2
N-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),25,0.492,3-2,#8c62aa
Q-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),78,0.611,3-3,#3b4994
AK-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.295,1-1,#e8e8e8
I-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.592,1-2,#ace4e4
N-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.463,1-2,#ace4e4
AA-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.784,2-3,#5698b9
AE-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.497,2-2,#a5b4c2
S-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),18,0.282,2-1,#dfb0d6
H-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.433,2-1,#dfb0d6
AC-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),41,0.67,3-3,#3b4994
T-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),165,0.906,3-3,#3b4994
F-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.39,2-1,#dfb0d6
Z-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),28,0.66,3-3,#3b4994
J-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),11,0.615,2-3,#5698b9
K-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.272,1-1,#e8e8e8
Y-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),21,0.799,3-3,#3b4994
AD-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),32,0.603,3-3,#3b4994
U-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),70,0.781,3-3,#3b4994
L-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.497,2-2,#a5b4c2
AE-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.512,2-2,#a5b4c2
AH-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.507,1-2,#ace4e4
AA-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),255,0.612,3-3,#3b4994
R-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),47,0.787,3-3,#3b4994
AA-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),47,0.621,3-3,#3b4994
U-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),120,0.846,3-3,#3b4994
AJ-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.518,1-2,#ace4e4
Y-3,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.445,1-1,#e8e8e8
P-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.501,2-2,#a5b4c2
L-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.454,1-1,#e8e8e8
AL-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.33,1-1,#e8e8e8
I-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),91,0.562,3-2,#8c62aa
M-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),26,0.546,3-2,#8c62aa
S-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),25,0.616,3-3,#3b4994
W-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),107,0.765,3-3,#3b4994
W-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),57,0.664,3-3,#3b4994
T-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),291,0.887,3-3,#3b4994
AG-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.492,1-2,#ace4e4
X-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),57,0.773,3-3,#3b4994
I-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.483,1-2,#ace4e4
O-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.509,2-2,#a5b4c2
T-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.509,1-2,#ace4e4
O-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.477,2-2,#a5b4c2
K-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.424,1-1,#e8e8e8
AE-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.562,2-2,#a5b4c2
Q-26,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.283,1-1,#e8e8e8
AH-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.431,1-1,#e8e8e8
M-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),102,0.675,3-3,#3b4994
G-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.501,2-2,#a5b4c2
E-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.39,1-1,#e8e8e8
O-26,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.129,1-1,#e8e8e8
AA-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),100,0.745,3-3,#3b4994
W-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.588,1-2,#ace4e4
Z-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),28,0.728,3-3,#3b4994
AG-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.426,1-1,#e8e8e8
W-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.419,2-1,#dfb0d6
W-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),103,0.824,3-3,#3b4994
AH-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.331,1-1,#e8e8e8
AG-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),8,0.561,2-2,#a5b4c2
X-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),32,0.75,3-3,#3b4994
AD-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.407,1-1,#e8e8e8
Y-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),29,0.52,3-2,#8c62aa
R-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.229,1-1,#e8e8e8
Y-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),80,0.734,3-3,#3b4994
P-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.54,2-2,#a5b4c2
AC-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.522,2-2,#a5b4c2
AJ-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.373,1-1,#e8e8e8
J-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),80,0.645,3-3,#3b4994
Q-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),106,0.729,3-3,#3b4994
AE-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.489,2-2,#a5b4c2
L-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.537,1-2,#ace4e4
AH-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),25,0.576,3-2,#8c62aa
P-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.719,1-3,#5ac8c8
AH-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.334,2-1,#dfb0d6
T-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),36,0.664,3-3,#3b4994
J-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.363,1-1,#e8e8e8
AF-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.646,2-3,#5698b9
AC-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),38,0.548,3-2,#8c62aa
Z-3,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.48,1-2,#ace4e4
U-4,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.53,1-2,#ace4e4
AE-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.363,1-1,#e8e8e8
M-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.505,2-2,#a5b4c2
Q-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),6,0.477,2-2,#a5b4c2
L-24,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.324,1-1,#e8e8e8
AA-3,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.495,2-2,#a5b4c2
AD-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),19,0.551,3-2,#8c62aa
X-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),29,0.866,3-3,#3b4994
K-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.602,1-3,#5ac8c8
V-24,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.386,1-1,#e8e8e8
N-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.518,1-2,#ace4e4
G-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.474,1-2,#ace4e4
U-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),112,0.696,3-3,#3b4994
Z-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),29,0.742,3-3,#3b4994
M-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.369,2-1,#dfb0d6
J-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),27,0.644,3-3,#3b4994
G-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.583,1-2,#ace4e4
AB-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),12,0.808,2-3,#5698b9
AH-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.676,1-3,#5ac8c8
L-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),52,0.652,3-3,#3b4994
AI-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),11,0.525,2-2,#a5b4c2
AL-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.259,2-1,#dfb0d6
AF-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.459,2-2,#a5b4c2
K-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.407,1-1,#e8e8e8
M-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.359,1-1,#e8e8e8
AA-2,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.463,1-2,#ace4e4
AF-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.434,1-1,#e8e8e8
AB-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.548,2-2,#a5b4c2
AB-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),17,0.439,2-1,#dfb0d6
S-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),159,0.631,3-3,#3b4994
AG-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),8,0.695,2-3,#5698b9
Q-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),50,0.671,3-3,#3b4994
AA-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),35,0.632,3-3,#3b4994
S-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),153,0.9,3-3,#3b4994
J-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.336,1-1,#e8e8e8
I-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.359,1-1,#e8e8e8
AI-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.33,1-1,#e8e8e8
Y-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),28,0.634,3-3,#3b4994
AB-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),64,0.645,3-3,#3b4994
R-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.295,1-1,#e8e8e8
R-6,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.383,2-1,#dfb0d6
Q-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.555,2-2,#a5b4c2
Y-5,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),39,0.581,3-2,#8c62aa
AD-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.355,1-1,#e8e8e8
T-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),96,0.755,3-3,#3b4994
N-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.502,2-2,#a5b4c2
AJ-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.263,1-1,#e8e8e8
T-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),98,0.829,3-3,#3b4994
U-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.571,2-2,#a5b4c2
J-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.489,1-2,#ace4e4
K-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.483,1-2,#ace4e4
E-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.482,1-2,#ace4e4
K-19,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.435,1-1,#e8e8e8
AC-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),44,0.561,3-2,#8c62aa
F-10,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.559,1-2,#ace4e4
K-13,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),37,0.547,3-2,#8c62aa
U-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),23,0.607,3-3,#3b4994
Q-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.436,2-1,#dfb0d6
V-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),32,0.716,3-3,#3b4994
V-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),84,0.772,3-3,#3b4994
AG-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.348,1-1,#e8e8e8
M-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.456,2-1,#dfb0d6
O-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),12,0.452,2-1,#dfb0d6
AK-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.329,1-1,#e8e8e8
Z-4,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),3,0.524,2-2,#a5b4c2
G-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.75,1-3,#5ac8c8
AH-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.448,2-1,#dfb0d6
AB-4,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),2,0.48,2-2,#a5b4c2
W-15,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),4,0.758,2-3,#5698b9
K-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),42,0.552,3-2,#8c62aa
R-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),14,0.557,2-2,#a5b4c2
AG-20,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.317,1-1,#e8e8e8
AC-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),83,0.639,3-3,#3b4994
Q-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),7,0.374,2-1,#dfb0d6
AA-11,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),8,0.658,2-3,#5698b9
AH-18,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.307,1-1,#e8e8e8
AB-9,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),31,0.575,3-2,#8c62aa
AK-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.253,1-1,#e8e8e8
T-8,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),18,0.579,2-2,#a5b4c2
N-21,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.554,1-2,#ace4e4
X-17,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),15,0.667,2-3,#5698b9
O-12,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),9,0.605,2-3,#5698b9
I-16,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),0,0.49,1-2,#ace4e4
R-22,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),5,0.441,2-1,#dfb0d6
S-14,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),70,0.749,3-3,#3b4994
T-7,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),11,0.607,2-3,#5698b9
V-23,Need to Change,Need to Change marks,Composite (LST+NO2+NDVI),1,0.411,1-1,#e8e8e8
